"date","name","description","type","locations"
"2018-05-20","World Autoimmune Arthritis Day","World Autoimmune Arthritis Day is an annual event on May 20 to raise awareness of autoimmune arthritis diseases.","Worldwide observance","All"
"2018-05-21","Whit Monday","Many Christians in the United States will observe Whit Monday, or Pentecost Monday. It is the day after Pentecost, which is also known as Whit Sunday or Whitsunday.","Christian","All"
"2018-05-21","World Day for Cultural Diversity for Dialogue and Development","The World Day for Cultural Diversity for Dialogue and Development, held on May 21, is an occasion for people to deepen their understanding of cultural diversity.","United Nations observance","All"
"2018-05-22","International Day for Biological Diversity","The International Day for Biological Diversity is an occasion to increase the global understanding and awareness of issues and challenges around biodiversity.","United Nations observance","All"
"2018-05-22","National Maritime Day","National Maritime Day is annually observed in the United States on May 22. It is a time to observe its maritime heritage, to honor those who served as merchant mariners, and to recognize the benefits of the maritime industry.","Observance","All"
"2018-05-22","Harvey Milk Day","Harvey Milk Day is an observance that is recognized in public schools in California, United States, on May 22 each year.","Local observance","CA"
"2018-05-23","International Day to End Obstetric Fistula","The International Day to End Obstetric Fistula raises awareness of fistula and calls for support to tackle the problem.","United Nations observance","All"
"2018-05-23","Emergency Medical Services for Children Day","Emergency Medical Services for Children (EMSC) Day is observed on the Wednesday of Emergency Medical Services (EMS) Week, May 19–25, in the United States.","Observance","All"
"2018-05-25","African Liberation Day","African Liberation Day celebrates African nations' hard-fought freedom from European colonial powers.","Worldwide observance","All"
"2018-05-25","National Missing Children's Day","National Missing Children's Day is an observation dedicated to addressing the problem of child abduction.","Observance","All"
"2018-05-27","Trinity Sunday","Trinity Sunday is the first Sunday after Pentecost and is celebrated by many Christians in the United States.","Christian","All"
"2018-05-28","Memorial Day","Memorial Day commemorates all Americans who have died in military service for the United States.","National holiday","All"
"2018-05-28","Jefferson Davis' Birthday","Jefferson Davis' Birthday, also known as Jefferson Davis Day, is a state holiday in Alabama in the United States.","Local observance","MS"
"2018-05-29","International Day of United Nations Peacekeepers","The International Day of United Nations Peacekeepers is an occasion to pay tribute to people who served in United Nations (UN) peacekeeping operations.","United Nations observance","All"
"2018-05-29","Day of Vesak","Vesak Day is a Buddhist holiday that celebrates the birth of its founder. It is usually observed on the day of the full moon in May.","United Nations observance","All"
"2018-05-31","Corpus Christi","Corpus Christi is observed in honor of the Holy Eucharist.","Christian","All"
"2018-05-31","World No Tobacco Day","World No Tobacco Day draws attention to the health problems caused by tobacco use.","United Nations observance","All"
"2018-06-01","Global Day of Parents","Global Day of Parents appreciates the role of a parent in nurturing and fostering growth for their children.","United Nations observance","All"
"2018-06-01","Statehood Day","Statehood Day marks the anniversary of the dates that Kentucky became the 15th state and Tennessee became the 16th state of the United States.","Local observance","KY, TN"
"2018-06-03","Jefferson Davis' Birthday","Jefferson Davis' Birthday, also known as Jefferson Davis Day, is a state holiday in Alabama in the United States.","Local observance","FL"
"2018-06-04","International Day of Innocent Children Victims of Aggression","The United Nations' (UN) International Day of Innocent Children Victims of Aggression is observed on June 4 each year.","United Nations observance","All"
"2018-06-04","Jefferson Davis' Birthday","Jefferson Davis' Birthday, also known as Jefferson Davis Day, is a state holiday in Alabama in the United States.","Local holiday","AL"
"2018-06-05","World Environment Day","World Environment Day is held each year on June 5. It is one of the principal vehicles through which the United Nations (UN) stimulates worldwide awareness of the environment and enhances political attention and action.","United Nations observance","All"
"2018-06-06","D-Day","D-Day is a special anniversary in some countries, including the United States (U.S.), to remember Allied forces’ invasion of Normandy, France, in the Second World War.","Observance","All"
"2018-06-08","World Oceans Day","World Oceans Day is annually observed on June 8 to raise awareness of the challenges humanity faces to protect the world's oceans.","United Nations observance","All"
"2018-06-09","Belmont Stakes","The Belmont Stakes is the third and final horse race of the Triple Crown. It is run annually five weeks after the Kentucky Derby.","Sporting event","All"
"2018-06-10","Lailat al-Qadr","Laylat al Qadr is most likely to be held on one of the last 10 days of month of Ramadan in the Islamic calendar.","Muslim","All"
"2018-06-11","Kamehameha Day","Kamehameha Day, held annually on June 11, honors Kamehameha the Great (Kamehameha I), the monarch who united and established the Kingdom of Hawaii.","Local holiday","HI"
"2018-06-12","World Day Against Child Labour","Poverty and injustice against widows is a world-wide problem addressed by International Widows' Day.","United Nations observance","All"
"2018-06-13","International Albinism Awareness Day","International Albinism Awareness Day aims to stop the persecution and murders of people with albinism.","United Nations observance","All"
"2018-06-14","World Blood Donor Day","On World Blood Donor Day numerous events are held worldwide to raise awareness about the importance of safe blood supplies.","United Nations observance","All"
"2018-06-14","Army Birthday",NA,"Observance","All"
"2018-06-14","Flag Day","Flag Day is annually held on June 14 to honor the United States flag.","Observance","All"
"2018-06-15","Eid al-Fitr","Eid al-Fitr, which is on the first day of the Islamic month of Shawwal, marks the end of the month-long fast of Ramadan.","Muslim","All"
"2018-06-15","World Elder Abuse Awareness Day","World Elder Abuse Awareness Day attempts to shine a light on the problem of physical, emotional, and financial abuse of elders.","United Nations observance","All"
"2018-06-16","International Day of Family Remittances","The UN estimates that family remittances worth over 500 billion US$ are transferred worldwide every year.","United Nations observance","All"
"2018-06-17","World Day to Combat Desertification and Drought","The United Nations' World Day to Combat Desertification and Drought is observed worldwide on June 17 each year.","United Nations observance","All"
"2018-06-17","Father's Day","Father's Day celebrates the contribution that fathers and father figures make to the lives of their children.","Observance","All"
"2018-06-17","Bunker Hill Day","Bunker Hill Day commemorates the Battle of Bunker Hill, which took place on June 17, 1775 on the Charlestown Peninsula, Boston Harbor, in Massachusetts.","Local observance","MA"
"2018-06-19","International Day for the Elimination of Sexual Violence in Conflict","International Day for the Elimination of Sexual Violence in Conflict is a UN day aiming to rid the world of conflict-related sexual violence.","United Nations observance","All"
"2018-06-19","Juneteenth","Juneteenth, also known as Freedom Day and Emancipation Day, is a holiday or observance in many US states to celebrate the anniversary of the abolition of slavery in Texas on June 19, 1865.","Local observance","All except HI, MD, MT, NH, ND, MP, SD, TX, UT"
"2018-06-19","Emancipation Day","Juneteenth, also known as Freedom Day and Emancipation Day, is a holiday or observance in many US states to celebrate the anniversary of the abolition of slavery in Texas on June 19, 1865.","Local holiday","TX"
"2018-06-20","World Refugee Day","The United Nations' World Refugee Day honors refugees' courage, strength and determination.","United Nations observance","All"
"2018-06-20","West Virginia Day","West Virginia Day, or WV Day, celebrates the anniversary of the creation of the state of West Virginia on June 20, 1863.","Local holiday","WV"
"2018-06-20","American Eagle Day","Observed annually on June 20 in 47 American states, American Eagle Day is an unofficial holiday that celebrates the removal of the American Bald Eagle from a list of ""endangered species"".","Observance","All"
"2018-06-21","June Solstice",NA,"Season","All"
"2018-06-21","International Day of Yoga","The International Day of Yoga is a UN-day that aims to raise awareness worldwide of the many benefits of practicing yoga.","United Nations observance","All"
"2018-06-23","Public Service Day","The United Nations’ Public Service Day celebrates the idea that democracy and successful governance depend on a competent civil service.","United Nations observance","All"
"2018-06-23","International Widows' Day","Poverty and injustice against widows is a world-wide problem addressed by International Widows' Day.","United Nations observance","All"
"2018-06-25","Day of the Seafarer","The Day of the Seafarer aims to acknowledge the social, and economic contribution of the millions of seafarers around the world.","United Nations observance","All"
"2018-06-26","International Day Against Drug Abuse and Illicit Trafficking","The United Nations’ (UN) International Day Against Drug Abuse and Illicit Trafficking raise awareness about the dangers of illicit drugs.","United Nations observance","All"
"2018-06-26","International Day in Support of Victims of Torture","The United Nations’ (UN) International Day in Support of Victims of Torture is annually observed on June 26 to remind people that human torture is not only unacceptable – it is also a crime.","United Nations observance","All"
"2018-06-30","International Asteroid Day","The United Nations established International Asteroid Day to raise public awareness of the asteroid impact hazard.","United Nations observance","All"
"2018-07-04","Independence Day","On Independence Day, Americans celebrate the anniversary of publication of the Declaration of Independence from Great Britain in 1776.","National holiday","All"
"2018-07-07","International Day of Cooperatives","The United Nations' (UN) International Day of Cooperatives recognizes and reaffirms the role of cooperatives in economic, social and cultural development and in the achievement of social policy objectives.","United Nations observance","All"
"2018-07-11","World Population Day","The United Nations' (UN) World Population Day reaffirms the human right to plan for a family.","United Nations observance","All"
"2018-07-13","Friday the 13th","Friday the 13th is a day full of superstitious beliefs in communities worldwide.","Worldwide observance","All"
"2018-07-14","Bastille Day",NA,"Observance","All"
"2018-07-15","World Youth Skills Day","Acquiring skills enhances youths' ability to make informed choices and empowers them to gain access to changing labor markets.","United Nations observance","All"
"2018-07-18","Nelson Mandela Day","Nelson Mandela International Day is annually observed on July 18 to recognize the former South African president’s contribution to peace and freedom.","United Nations observance","All"
"2018-07-22","Tisha B'Av","Tisha B’Av is on the ninth day of the month of Av in the Jewish calendar.","Hebrew","All"
"2018-07-22","Parents' Day","Parents’ Day is celebrated in the United States on the fourth Sunday of July each year to recognize and promote parenting as a crucial part of families and the wider community.","Observance","All"
"2018-07-24","Pioneer Day","Pioneer Day is an annual state holiday in Utah in the United States. It is celebrated to honor the pioneers who demonstrated industry and bravery when they ventured to settle in a place that is now Salt Lake City.","Local holiday","UT"
"2018-07-27","National Korean War Veterans Armistice Day",NA,"Observance","All"
"2018-07-28","World Hepatitis Day","World Hepatitis Day is observed on July 28 every year to raise awareness of hepatitis and encourage prevention and treatment.","United Nations observance","All"
"2018-07-30","International Day of Friendship","The International Day of Friendship is annually held on July 30 to celebrate friendships worldwide.","United Nations observance","All"
"2018-07-30","World Day against Trafficking in Persons","July 30 is the UN World Day against Trafficking in Persons","United Nations observance","All"
"2018-08-01","Colorado Day","Colorado Day is an annual observance that commemorates the state’s birthday on August 1, 1876, and its history.","Local observance","CO"
"2018-08-04","Coast Guard Birthday",NA,"Observance","All"
"2018-08-07","Purple Heart Day","Purple Heart Day on August 7 commemorates the day in 1782 when General George Washington created the Purple Heart Medal – a military decoration that is awarded to those wounded or killed while serving in the United States Armed Forces.","Observance","All"
"2018-08-09","International Day of the World's Indigenous People","The United Nations’ (UN) International Day of the World's Indigenous People is observed on August 9 each year to promote and protect the rights of the world’s indigenous peoples.","United Nations observance","All"
"2018-08-12","International Youth Day","The United Nations’ (UN) International Youth Day is annually held on August 12 to celebrate the achievements of the world’s youth and to encourage their participation in enhancing society.","United Nations observance","All"
"2018-08-13","Victory Day","Victory Day, also known as VJ Day, is an annual state holiday celebrated on the second Monday in August in Rhode Island in the United States. It marks the anniversary of the Allies’ victory over Japan during World War II.","Local holiday","RI"
"2018-08-15","Assumption of Mary","Assumption Day is a Christian observance in the United States that is held annually on August 15. Catholics observe the Dormition (falling asleep) or the day that the Blessed Virgin Mary was received into heaven.","Christian","All"
"2018-08-16","Bennington Battle Day","Bennington Battle Day is a state holiday in Vermont. It commemorates the American victory at the Battle of Bennington during the Revolutionary War in north America in 1777.","Local holiday","VT"
"2018-08-17","Statehood Day in Hawaii","Hawaii’s Statehood Day is celebrated on the third Friday of August to commemorate the anniversary of Hawaii’s statehood.","Local holiday","HI"
"2018-08-19","World Humanitarian Day","The United Nations’(UN) World Humanitarian Day focuses on increasing public awareness about humanitarian service worldwide and is annually observed on August 19.","United Nations observance","All"
"2018-08-19","National Aviation Day","National Aviation Day is observed in the United States on August 19 each year to celebrate the history and development of the aviation.","Observance","All"
"2018-08-21","Senior Citizens Day","National Senior Citizens Day is an observance on August 21 to honor the contributions of senior citizens in the United States.","Observance","All"
"2018-08-22","Eid al-Adha","Eid-al-Adha is an Islamic festival to mark Ibrahim's willingness to follow Allah's command to sacrifice his son. It is celebrated around the 10th to 13th days of the Islamic month of Dhu al-Hijjah.","Muslim","All"
"2018-08-23","International Day for the Remembrance of the Slave Trade and its Abolition","The United Nations’ (UN) International Day for the Remembrance of the Slave Trade and its Abolition is held on August 23 each year to remind people of the tragedy of the transatlantic slave trade.","United Nations observance","All"
"2018-08-25","Raksha Bandhan",NA,"Hinduism","All"
"2018-08-26","Women's Equality Day","Women's Equality Day on August 26 is an annual observance that commemorates the anniversary of the first time voting rights were extended to women in the United States.","Observance","All"
"2018-08-27","Lyndon Baines Johnson Day","Lyndon Baines Johnson Day is a state holiday in Texas in the United States on August 27 each year. It commemorates the birthday of Lyndon Baines Johnson, who was the 36th president of the USA.","Local holiday","TX"
"2018-08-29","International Day against Nuclear Tests","The United Nations’ (UN) International Day against Nuclear Tests is annually observed on August 29. The day raises awareness of the dangers of nuclear weapons and a closer approach to eliminating the use of those weapons.","United Nations observance","All"
"2018-08-30","International Day of the Victims of Enforced Disappearances","The International Day of the Victims of Enforced Disappearances is annually observed on August 30.","United Nations observance","All"
"2018-08-31","International Overdose Awareness Day"," International Overdose Awareness Day is an annual observation which aims to raise global awareness of about the impact of drug overdose on families and communities. The campaign also attempts to remove the stigma associated with overdose.","Worldwide observance","All"
"2018-09-02","Janmashtami",NA,"Hinduism","All"
"2018-09-03","Labor Day","Labor Day is a federal holiday in the United States. It gives workers a day of rest and it celebrates their contribution to the American economy.","National holiday","All"
"2018-09-04","World Sexual Health Day"," World Sexual Health Day is an annual awareness day that attempts to break down social and cultural taboos associated with sexuality and to promote sexual health around the world.","Worldwide observance","All"
"2018-09-05","International Day of Charity","The International Day of Charity raises public awareness of what charities do to help minimize poverty.","United Nations observance","All"
"2018-09-08","International Literacy Day","The United Nations' (UN) International Literacy Day is held on September 8 each year.","United Nations observance","All"
"2018-09-08","Carl Garner Federal Lands Cleanup Day","Carl Garner Federal Lands Cleanup Day encourages people in the United States to participate in cleaning up the federal lands. It is observed on the first Saturday after Labor Day.","Observance","All"
"2018-09-09","National Grandparents Day","National Grandparents Day is celebrated on the first Sunday of September after Labor Day in the United States.","Observance","All"
"2018-09-09","California Admission Day","California Admission Day is an annual legal observance in California, in the United States.","Local observance","CA"
"2018-09-10","World Suicide Prevention Day","World Suicide Prevention Day promotes worldwide action to prevent suicides on September 10 each year.","United Nations observance","All"
"2018-09-10","Rosh Hashana","Rosh Hashana, also spelled Rosh Hashanah, is commonly known as the Jewish New Year. The event begins on the first day of Tishrei (or Tishri), which is the seventh month in the Jewish calendar.","Local holiday","TX (optional)"
"2018-09-10","Rosh Hashana","Rosh Hashana, also spelled Rosh Hashanah, is commonly known as the Jewish New Year. The event begins on the first day of Tishrei (or Tishri), which is the seventh month in the Jewish calendar.","Hebrew","All"
"2018-09-11","Patriot Day","Patriot Day is held in memory of nearly 3000 people who died during terrorist attacks in New York, Washington DC and Shanksville, Pennsylvania, in the United States.","Observance","All"
"2018-09-12","Ganesh Chaturthi",NA,"Hinduism","All"
"2018-09-12","Muharram","The first day of Muharram, which is the first month in the Islamic calendar, marks the start of the Islamic New Year.","Muslim","All"
"2018-09-12","International Day for South-South Cooperation","The United Nations Day for South-South Cooperation is observed on September 12 each year.","United Nations observance","All"
"2018-09-13","International Programmers' Day","Many people celebrate International Programmers’ Day on January 7, while others observe this event on the 256th day of the year, usually on September 13 or on September 12 in leap years.","Worldwide observance","All"
"2018-09-15","International Day of Democracy","The United Nations’ (UN) International Day of Democracy is observed on September 15 each year.","United Nations observance","All"
"2018-09-15","National CleanUp Day",NA,"Observance","All"
"2018-09-16","International Day for the Preservation of the Ozone Layer","The United Nations' (UN) International Day for the Preservation of the Ozone Layer focuses on the importance of protecting human health and the environment.","United Nations observance","All"
"2018-09-17","Constitution Day and Citizenship Day","Constitution Day and Citizenship Day is a combined event that occurs in the United States on September 17 each year.","Observance","All"
"2018-09-18","Air Force Birthday",NA,"Observance","All"
"2018-09-19","Yom Kippur","Yom Kippur is an important Jewish holiday that falls on the 10th day of the month of Tishrei in the Jewish calendar.","Local holiday","TX (optional)"
"2018-09-19","Yom Kippur","Yom Kippur is an important Jewish holiday that falls on the 10th day of the month of Tishrei in the Jewish calendar.","Hebrew","All"
"2018-09-21","International Day of Peace","The United Nations' (UN) International Day of Peace is annually held on September 21 to recognize the efforts of individuals, organizations and governments to end conflict and promote peace.","United Nations observance","All"
"2018-09-21","National POW/MIA Recognition Day","National POW/MIA Recognition Day is annually observed in the United States on the third Friday of September.","Observance","All"
"2018-09-22","Emancipation Day","Emancipation Day is a state-wide observation in Ohio on September 22.","Local observance","OH"
"2018-09-22","September Equinox",NA,"Season","All"
"2018-09-23","International Celebrate Bisexuality Day","International Celebrate Bisexuality Day, also known as Bi Visibility Day, promotes the rights of bisexual people around the world.","Worldwide observance","All"
"2018-09-24","First Day of Sukkot","The first day of Sukkot marks the start of the Sukkot festival for Jewish communities in many countries, including the United States.","Hebrew","All"
"2018-09-26","International Day for the Total Elimination of Nuclear Weapons","The International Day for the Total Elimination of Nuclear Weapons raises awareness about the dangers of nuclear weapons.","United Nations observance","All"
"2018-09-27","World Maritime Day","World Maritime Day is held on the last week of September each year, although the exact date is up to individual governments around the world.","United Nations observance","All"
"2018-09-27","World Tourism Day","The United Nations’ (UN) World Tourism Day is annually held on September 27 to raise awareness on the benefits of tourism.","United Nations observance","All"
"2018-09-28","World Rabies Day","World Rabies Day is annually observed on September 28 to raise awareness about rabies and how it can be prevented.","United Nations observance","All"
"2018-09-28","Native American Day","Native Americans' Day is celebrated in the state of South Dakota, while Indigenous People's Day is celebrated in Berkeley, California, on the second Monday of October.","Local observance","CA"
"2018-09-29","World Heart Day","World Heart Day raises awareness of cardiovascular diseases and ways to reduce their risk.","Worldwide observance","All"
"2018-09-30","Last Day of Sukkot","Many Jewish communities in countries such as the United States observe the last day of Sukkot, which marks the end of the Sukkot festival.","Hebrew","All"
"2018-09-30","Gold Star Mother's Day","Gold Star Mother’s Day is annually observed in the United States on the last Sunday of September.","Observance","All"
"2018-10-01","Shmini Atzeret","Shemini Atzeret (or Shmini Atzeret) is a Jewish holiday dedicated to the love of God, while Simchat Torah (Simchas Torah or Simhat Torah) marks the end of Sukkot and celebrates the completion of the annual reading of the Torah.","Hebrew","All"
"2018-10-01","International Day of Older Persons","The United Nations' (UN) International Day of Older Persons is celebrated on October 1 each year as a special day for older persons worldwide.","United Nations observance","All"
"2018-10-01","World Habitat Day","The United Nations’ (UN) World Habitat Day reflects on the state of human settlements and people’s right to sufficient shelter.","United Nations observance","All"
"2018-10-01","World Vegetarian Day"," World Vegetarian Day is an annual observation that spreads awareness about the health, environmental, and ethical benefits of following a vegetarian lifestyle. The unofficial holiday encourages people to avoid eating foods that include animal products and to adopt a plant-based diet.","Worldwide observance","All"
"2018-10-01","Child Health Day","Child Health Day is annually celebrated in the United States on the first Monday of October.","Observance","All"
"2018-10-02","Simchat Torah","Simchat Torah (Simchas Torah or Simhat Torah) is a Jewish holiday that marks the end of Sukkot and celebrates the completion of the annual reading of the Torah.","Hebrew","All"
"2018-10-02","International Day of Non-Violence","The United Nations’ (UN) International Day of Non-Violence is a globally observed on October 2 each year to promote non-violence.","United Nations observance","All"
"2018-10-03","World Cerebral Palsy Day"," World Cerebral Palsy Day is an annual awareness observation that brings together people with cerebral palsy, their families and loved ones, and organizations working to ensure equal rights for them.","Worldwide observance","All"
"2018-10-04","Feast of St Francis of Assisi","Many Catholics in the United States, particularly those with pets, celebrate the Feast of St Francis of Assisi, the patron saint of animals and the environment, on October 4 each year.","Christian","All"
"2018-10-05","World Teachers' Day","The United Nations' (UN) World Teachers' Day commemorates the work of teachers and their contributions to society. It is observed on October 5 each year.","United Nations observance","All"
"2018-10-07","Chicago Marathon","The Chicago Marathon is one of the six World Marathon Majors and is held annually in October.","Sporting event","All"
"2018-10-08","Columbus Day","Columbus Day celebrates 15th century explorer Christopher Columbus's arrival in America in 1492.","National holiday","All except AK, AR, CA, DE, FL, HI, MI, MN, NV, ND, OR, SD, TX, VT, WA, WY"
"2018-10-08","Columbus Day","Columbus Day celebrates 15th century explorer Christopher Columbus's arrival in America in 1492.","Local observance","FL"
"2018-10-08","Native Americans' Day","Native Americans' Day is celebrated in the state of South Dakota, while Indigenous People's Day is celebrated in Berkeley, California, on the second Monday of October.","Local observance","SD"
"2018-10-08","Indigenous People's Day","Native Americans' Day is celebrated in the state of South Dakota, while Indigenous People's Day is celebrated in Berkeley, California, on the second Monday of October.","Local observance","AK, CA (partly), MN (partly), WA (partly)"
"2018-10-09","Navratri",NA,"Hinduism","All"
"2018-10-09","World Post Day","World Post Day marks the anniversary of the Universal Postal Union's establishment in 1874. It is held on October 9 each year.","United Nations observance","All"
"2018-10-09","Leif Erikson Day","Leif Erikson Day honors the first Scandinavian known to have set foot on American soil and the contribution of the Nordic peoples to the United States.","Observance","All"
"2018-10-10","International Day for Natural Disaster Reduction","The United Nations’ (UN) International Day for Natural Disaster Reduction is annually observed on the second Wednesday of October to promote a global culture of natural disaster risk reduction.","United Nations observance","All"
"2018-10-10","World Mental Health Day","World Mental Health Day, which is supported by the United Nations (UN), is annually held on October 10 to raise public awareness about mental health issues worldwide.","United Nations observance","All"
"2018-10-11","International Day of the Girl Child","The International Day of the Girl Child is a United Nations (UN) observance on October 11 each year.","United Nations observance","All"
"2018-10-11","World Sight Day","World Sight Day is annually held on the second Thursday of October to raise awareness about blindness and vision impairment.","Worldwide observance","All"
"2018-10-13","Navy Birthday","Navy Birthday celebrates the establishment of the United States Navy on October 13, 1775.","Observance","All"
"2018-10-15","International Day of Rural Women","The United Nations’ (UN) International Day of Rural Women is annually celebrated on October 15 to recognize rural women’s role in supporting their communities.","United Nations observance","All"
"2018-10-15","White Cane Safety Day","White Cane Safety Day is a United States observance annually held on October 15 to celebrate blind and visually impaired people's achievements and the importance of the white cane.","Observance","All"
"2018-10-16","World Food Day","World Food Day is celebrated on October 16 each year.","United Nations observance","All"
"2018-10-16","Boss's Day","Boss’s Day is observed in many workplaces in the United States on October 16, or the nearest working day, each year.","Observance","All"
"2018-10-17","International Day for the Eradication of Poverty","The United Nations’ (UN) International Day for the Eradication of Poverty is annually observed on October 17 to promote awareness of the need to eradicate poverty worldwide.","United Nations observance","All"
"2018-10-18","Dussehra",NA,"Hinduism","All"
"2018-10-18","Alaska Day","Alaska Day is an official holiday in Alaska, the United States, on October 18 each year. It commemorates the formal transfer of Alaska from Russia to the United States on October 18, 1867.","Local holiday","AK"
"2018-10-20","Sweetest Day",NA,"Observance","13 states"
"2018-10-24","United Nations Day","United Nations Day marks the anniversary of the United Nations Charter coming into force in 1945 and celebrates the work of this organization. United Nations Day annually falls on October 24.","United Nations observance","All"
"2018-10-24","World Development Information Day","The United Nations' (UN) World Development Information Day falls on October 24 each year.","United Nations observance","All"
"2018-10-26","Nevada Day","Nevada Day is an annual state holiday celebrated in Nevada, the United States, on the last Friday of October. It commemorates the statehood of Nevada, which took place on October 31, 1864.","Local holiday","NV"
"2018-10-27","World Day for Audiovisual Heritage","The World Day for Audiovisual Heritage is observed on October 27 every year.","United Nations observance","All"
"2018-10-29","World Stroke Day","World Stroke Day is annually held on October 29 to raise awareness about stroke and ways to combat it.","Worldwide observance","All"
"2018-10-31","World Cities Day","World Cities Day is a UN observance that aims to recognize the role of cities as  a foundation for social and economic development.","United Nations observance","All"
"2018-10-31","Halloween","Halloween is celebrated by hosting costume parties, playing 'trick-or-treat', watching horror films, visiting haunted houses or carving lanterns out of pumpkins.","Observance","All"
"2018-11-01","All Saints' Day","Many Catholics honor all the saints on All Saints' Day, also known as All Hallows' Day, in the United States.","Christian","All"
"2018-11-01","World Vegan Day"," World Vegan Day is an annual observation that brings together vegans around the world to bring attention to animal rights and to spread the word about the health advantages of following a vegan diet.","Worldwide observance","All"
"2018-11-02","All Souls' Day","Prayers for the dead are made on All Souls’ Day in the United States, which falls on November 2 each year. The Day of the Dead is also celebrated on this day.","Christian","All"
"2018-11-02","International Day to End Impunity for Crimes against Journalists","The International Day to End Impunity for Crimes against Journalists raises awareness about violence against journalists.","United Nations observance","All"
"2018-11-04","Daylight Saving Time ends",NA,"Clock change/Daylight Saving Time","All"
"2018-11-04","New York City Marathon","The New York City Marathon is one of the world's largest marathons and takes place every year in November.","Sporting event","All"
"2018-11-06","International Day for Preventing the Exploitation of the Environment in War and Armed Conflict","The United Nations’ (UN) International Day for Preventing the Exploitation of the Environment in War and Armed Conflict is held on November 6 each year.","United Nations observance","All"
"2018-11-06","Election Day","Election Day in the United States of America is the day on which popular ballots are held to select public officials.","Local holiday","HI, DE, IL, IN, MI, MT, WV, MD, NJ, NY, RI"
"2018-11-07","Diwali/Deepavali","Diwali, also known as the Festival of Lights, marks the beginning of the Hindu New Year.","Observance, Hinduism","All"
"2018-11-08","Return Day","Return Day is held on the Thursday after Election Day in Georgetown, Delaware. It is a post-election tradition that celebrates the announcement of the election results with a unique festival and ceremony.","Local holiday","DE (partly)"
"2018-11-10","World Science Day for Peace and Development","The World Science Day for Peace and Development (WSDPD) is celebrated on November 10 each year.","United Nations observance","All"
"2018-11-10","Marine Corps Birthday","Marine Corps Birthday celebrates the establishment of the United States Marine Corps on November 10, 1775.","Observance","All"
"2018-11-11","Veterans Day","Veterans Day in the USA is a holiday to honor all who have served in the United States Military Services.","National holiday","All"
"2018-11-12","World Pneumonia Day","World Pneumonia Day supports all efforts made to protect and treat people against pneumonia, the single largest cause of child deaths worldwide.","Worldwide observance","All"
"2018-11-12","Veterans Day observed","Veterans Day in the USA is a holiday to honor all who have served in the United States Military Services.","National holiday","All"
"2018-11-14","World Diabetes Day","World Diabetes Day is held annually to raise awareness of diabetes and its complications and the care that people with this condition need. It is observed on November 14 each year.","United Nations observance","All"
"2018-11-15","World Philosophy Day","World Philosophy Day is celebrated on the third Thursday of November each year.","United Nations observance","All"
"2018-11-16","International Day for Tolerance","The United Nations’ (UN) International Day for Tolerance is observed on November 16 each year to help people understand the importance of tolerance worldwide.","United Nations observance","All"
"2018-11-17","World Prematurity Day"," World Prematurity Day is an annual observance that is dedicated to raising awareness about the health and emotional issues surrounding preterm birth.","Worldwide observance","All"
"2018-11-18","World Day of Remembrance for Road Traffic Victims","The World Day of Remembrance for Road Traffic Victims serves as a major advocacy day for road traffic injury prevention.","United Nations observance","All"
"2018-11-19","World Toilet Day","World Toilet Day aims to promote public awareness of the need for adequate toilets to improve people’s health and save lives.","United Nations observance","All"
"2018-11-19","International Men's Day","International Men’s Day celebrates men's achievements worldwide and throughout history.","Worldwide observance","All"
"2018-11-20","Universal Children's Day","The United Nations' (UN) Universal Children's Day is an occasion to promote the welfare of children and an understanding between children all over the world. It is held on November 20 each year","United Nations observance","All"
"2018-11-20","Africa Industrialization Day","Africa Industrialization Day aims to stimulate the international community's commitment to the industrialization of Africa.","United Nations observance","All"
"2018-11-21","The Prophet's Birthday","Eid Milad ul-Nabi (Mawlid or Milad-un-Nabi) commemorates the Prophet Muhammed's birthday.","Muslim","All"
"2018-11-21","World Television Day","The United Nations’ (UN) World Television Day is globally celebrated on November 21 each year.","United Nations observance","All"
"2018-11-22","Thanksgiving Day","Thanksgiving Day in the United States is traditionally a holiday to give thanks for the food collected at the end of the harvest season.","National holiday","All"
"2018-11-23","State Holiday","Robert E. Lee’s birthday is an annual official state holiday that is shared with Martin Luther King’s birthday in some parts of the US.","Local holiday","GA"
"2018-11-23","Presidents' Day","Washington's Birthday, or Presidents' Day, honors the life and work of the first president of the United States, George Washington.","Local holiday","NM"
"2018-11-23","Lincoln's Birthday/Lincoln's Day","Lincoln’s Birthday is observed in the United States in honor of Abraham Lincoln, who was the nation’s 16th president and was known as the Great Emancipator.","Local holiday","IN"
"2018-11-23","Day After Thanksgiving","The Day After Thanksgiving, also known as Black Friday, is a state holiday more than 20 states.","Local holiday","19 states"
"2018-11-23","Day After Thanksgiving","The Day After Thanksgiving, also known as Black Friday, is a state holiday more than 20 states.","Local holiday","WV"
"2018-11-23","Family Day","The Day After Thanksgiving, also known as Black Friday, is a state holiday more than 20 states.","Local holiday","NV"
"2018-11-23","Acadian Day","The Day After Thanksgiving, also known as Black Friday, is a state holiday more than 20 states.","Local holiday","LA"
"2018-11-23","Black Friday","Black Friday is the day after Thanksgiving Day in the USA. It is a busy shopping day and is a holiday in some states.","Observance","All"
"2018-11-23","American Indian Heritage Day","American Indian Heritage Day is observed on the Friday after Thanksgiving Day in the United States.","Local holiday","MD"
